ID,GaiaDR2,CLHW,RA_ICRS,DE_ICRS,__B-V_0,Vmag,__V-Ks_0,Prot,e_Prot,P90,Class,Binary,_RA.icrs,_DE.icrs,Teff
308067;304461,5338638683918409600,144412,166.66279,-58.97886,1.082,15.397,2.532,10.1515,0.5347,0.017,1,0,166.66279,-58.97886,4564.7
307932;304365,5338645040470529280,145061,166.65887,-58.91,1.446,17.444,4.197,0.624,0.0018,0.039,1,1,166.65887,-58.91,3679.2
729159,5338611574082373120,145764,166.65704,-59.17822,1.037,15.191,2.404,9.2557,0.294,0.016,2,0,166.65704,-59.17822,4729.5
405945;402893,5340160957761692800,146112,166.65137,-58.69242,0.786,14.148,1.812,6.9734,0.0868,0.027,1,0,166.65137,-58.69242,5405.2
405815;402809,5340163981418477440,146813,166.64617,-58.52906,1.259,16.143,3.003,11.3567,0.3769,0.022,2,0,166.64617,-58.52906,4495.5
405809;402804,5340160923401620352,147107,166.64583,-58.70597,1.474,18.205,4.117,11.92,0.4463,0.056,2,0,166.64583,-58.70597,
307555;304108,5338658956166512000,147166,166.64625,-58.81053,0.778,14.016,1.777,7.3311,0.2906,0.022,2,0,166.64625,-58.81053,5436.2
521149,5340173808304411648,147490,166.64083,-58.30147,1.183,16.079,2.896,7.6834,0.1326,0.054,1,0,166.64083,-58.30147,4355.5
405567;402660,5340161713675672192,148576,166.63729,-58.63011,0.676,13.214,1.711,4.9657,0.0544,0.028,1,1,166.63729,-58.63011,5556.0
405529;402635,5340163530404139904,148779,166.63575,-58.56392,0.65,13.353,1.614,5.6158,0.4065,0.0166,2,1,166.63575,-58.56392,5772.6
307102;303805,5338658921806764672,149663,166.63242,-58.81158,0.995,14.983,2.311,8.6528,0.1174,0.022,1,0,166.63242,-58.81158,4867.7
405365;402533,5340164874771895296,149841,166.62917,-58.49619,0.717,13.777,1.689,6.0673,0.1505,0.023,1,0,166.62917,-58.49619,5539.4
520527,5340173361627800192,150077,166.62687,-58.33706,1.183,15.933,3.109,1.4965,0.0088,0.026,0,1,166.62687,-58.33706,4673.6
306750;303565,5338659127965237632,151683,166.62146,-58.77958,0.787,14.099,1.739,6.2718,0.5762,0.0212,2,0,166.62146,-58.77958,5415.9
306336;303285,5338656894582084480,154501,166.60787,-58.87444,0.852,14.008,2.117,7.4411,0.1155,0.015,1,1,166.60787,-58.87444,5060.9
404788;402200,5338659883879549696,154778,166.60558,-58.72197,0.79,14.074,1.789,5.7422,0.1423,0.026,1,0,166.60558,-58.72197,5458.3
404625;402102,5340164290656319232,155755,166.59917,-58.54083,0.732,13.884,1.672,5.9405,0.0998,0.0173,1,0,166.59917,-58.54083,5338.9
404593;402079,5340164187577098624,156059,166.59754,-58.5585,1.162,15.783,2.893,8.5264,0.827,0.029,2,0,166.59754,-58.5585,4331.8
404535;402043,5340161193941807360,156762,166.59471,-58.68275,0.607,13.195,1.395,4.3743,0.1068,0.027,0,0,166.59471,-58.68275,5959.6
404292;401916,5340164251958210560,158377,166.58592,-58.55258,0.619,12.517,1.456,4.1575,0.0958,0.0295,1,1,166.58592,-58.55258,5591.1
404237;302751,5338659368455799680,159115,166.58312,-58.74689,0.771,14.067,1.852,6.2248,0.1095,0.038,0,0,166.58312,-58.74689,5272.9
404135;401816,5340164359375784576,159620,166.57925,-58.53764,0.722,13.919,1.752,5.7242,0.7162,0.0263,2,0,166.57925,-58.53764,5243.3
404103;401799;518428,5340164973530899712,159796,166.57808,-58.50678,0.763,14.076,1.891,6.4466,0.3133,0.0253,0,1,166.57808,-58.50678,
403913;401685,5340162710108101376,161238,166.57025,-58.58833,0.738,13.946,1.71,6.6012,0.0823,0.025,1,0,166.57025,-58.58833,5393.9
403539;401468,5340165184009504640,163824,166.55525,-58.47803,0.816,14.33,1.986,7.6197,0.1269,0.0213,1,1,166.55525,-58.47803,5224.5
304379;302027,5338657616137080960,166304,166.54275,-58.82664,0.709,13.783,1.647,6.004,0.1015,0.033,1,0,166.54275,-58.82664,5573.2
402927;401136,5338660811592507648,168536,166.52921,-58.67383,0.943,14.858,2.191,8.7817,0.6494,0.0216,1,0,166.52921,-58.67383,4864.6
303951;301779,5338648476445366656,168745,166.52954,-59.04386,0.596,13.231,1.419,4.2815,0.0347,0.0262,1,0,166.52954,-59.04386,5658.5
402797;516037,5340168173306731136,169086,166.525,-58.44833,1.454,17.672,,13.2807,0.2678,0.0387,1,0,166.525,-58.44833,3895.8
515950,5340174181919575296,169360,166.52321,-58.407,1.196,16.282,3.072,1.3634,0.0031,0.0648,1,0,166.52321,-58.407,4068.2
303613;301586,5338648579492377216,170484,166.51908,-59.03489,1.443,17.436,3.796,10.9631,0.4271,0.0567,1,0,166.51908,-59.03489,4959.5
303362;301456,5338650572389590784,171704,166.51133,-58.94808,0.815,14.111,2.17,7.0323,0.2463,0.0291,1,1,166.51133,-58.94808,4978.9
402425;400891,5340164496814686592,171990,166.50812,-58.54133,1.126,15.636,,10.127,0.3361,0.025,2,0,166.50812,-58.54133,4589.3
303206;301361,5338650538029838336,172714,166.5055,-58.95289,0.81,14.233,1.853,7.0756,0.1089,0.0272,1,0,166.5055,-58.95289,5286.5
402306;400838,5338660261836641280,173132,166.50221,-58.70981,1.262,16.215,3.009,12.0072,0.9463,0.033,1,0,166.50221,-58.70981,4405.7
514157,5340174461139178112,176486,166.48208,-58.38056,1.488,17.98,3.983,14.1119,0.609,0.0252,1,0,166.48208,-58.38056,3746.9
514049,5340176625802764672,176801,166.47987,-58.28511,0.909,14.745,2.177,7.8962,0.0443,0.0201,2,0,166.47987,-58.28511,4971.8
401661;400552,5340167692270347776,177524,166.476,-58.48539,0.664,13.357,1.751,4.6597,0.1698,0.0263,1,1,166.476,-58.48539,5473.5
513484,5340168448184315264,179259,166.46583,-58.42003,1.002,15.169,2.34,9.8657,0.0835,0.0274,1,0,166.46583,-58.42003,4721.8
302039;300785,5338657886672480768,179335,166.46633,-58.85158,1.268,16.559,3.264,1.3813,0.0018,0.031,0,0,166.46633,-58.85158,4128.7
401448;400471,5340165836844450048,179416,166.46521,-58.55356,0.87,14.571,2.059,8.3808,0.3968,0.025,1,0,166.46521,-58.55356,5071.7
401336;513262,5340167898428770304,180179,166.46054,-58.47264,1.425,17.758,3.925,10.7368,0.9524,0.0268,2,0,166.46054,-58.47264,3858.8
718080,5338648201567341568,180194,166.46171,-59.07625,1.377,17.081,3.608,0.7197,0.0005,0.049,2,0,166.46171,-59.07625,3681.5
301775;300671,5338648820042750720,181036,166.45654,-59.01778,1.106,15.465,2.564,10.1988,0.2243,0.023,2,0,166.45654,-59.01778,4554.5
401125;400357,5338660914671686144,182099,166.44917,-58.68047,0.656,12.868,1.577,5.7659,0.5213,0.0286,2,1,166.44917,-58.68047,5699.0
401063;400333,5340165905563911680,182379,166.44708,-58.55611,1.11,15.512,2.664,10.1965,0.4988,0.023,1,0,166.44708,-58.55611,4581.5
400925;400293,5338660399275946496,183650,166.44008,-58.72364,0.799,14.385,1.964,7.6701,0.1698,0.0235,1,0,166.44008,-58.72364,5225.7
400859;400276,5338663903941036800,184070,166.43746,-58.65947,0.762,14.138,,6.9983,0.0786,0.0314,1,1,166.43746,-58.65947,6002.8
301116;300386,5338649743409734144,184727,166.43367,-58.95972,1.101,15.526,2.49,10.6999,0.2803,0.02,1,0,166.43367,-58.95972,4524.4
301006;300347,5338652217315646464,185155,166.43071,-58.84822,1.247,16.09,3.259,2.6283,0.0069,0.062,1,1,166.43071,-58.84822,4549.9
400693;400218,5340165458887293312,185219,166.43,-58.59097,1.338,17.012,3.526,1.5345,0.0297,0.0406,1,0,166.43,-58.59097,4183.5
400688;400216,5338663452946373120,185376,166.42908,-58.69936,1.159,14.993,2.74,5.5291,0.217,0.0155,1,1,166.42908,-58.69936,4507.0
400657;400204,5338663869609437952,185561,166.42787,-58.67558,0.71,13.769,1.603,4.7853,0.2409,0.0208,2,1,166.42787,-58.67558,5678.4
400580;400182,5338660364915795968,186143,166.42446,-58.72514,1.105,15.457,2.569,10.3226,0.4565,0.021,2,0,166.42446,-58.72514,4596.3
400518;400156,5338664105781563136,186500,166.42208,-58.62008,1.382,16.789,3.404,6.7648,0.6469,0.075,2,0,166.42208,-58.62008,4247.4
214105;209777,5338649060560828672,188826,166.40837,-59.04036,0.909,14.601,2.074,8.0286,0.1208,0.037,1,0,166.40837,-59.04036,5025.1
400043;107583,5338663526012037376,190221,166.39946,-58.68086,0.733,14.001,1.751,6.4265,0.2222,0.019,1,0,166.39946,-58.68086,5398.4
213451;209404,5338650022633674368,192746,166.38396,-58.95228,0.801,14.164,1.844,7.1136,0.1803,0.0191,2,0,166.38396,-58.95228,5355.2
110565;107432,5338664277577565056,193086,166.38183,-58.62697,0.631,13.488,1.524,5.2012,0.1155,0.021,1,0,166.38183,-58.62697,5708.7
110337;107319,5338664281926278272,195000,166.37004,-58.61822,0.922,14.722,2.127,9.0693,0.5303,0.018,1,0,166.37004,-58.61822,5014.8
213105;209207,5338655245314145152,195100,166.36937,-58.82528,0.733,13.045,1.724,5.0903,0.0408,0.0281,1,1,166.36937,-58.82528,
110307;107300,5340166936356024704,195463,166.36737,-58.52047,0.742,14.003,1.746,6.4334,0.5215,0.025,1,0,166.36737,-58.52047,5300.0
110191;107238,5338663624745103232,196197,166.36262,-58.68336,1.472,17.444,3.681,15.047,0.7194,0.0334,2,0,166.36262,-58.68336,3710.4
212839;209047,5338655107875129088,196603,166.35996,-58.85694,0.919,14.717,2.07,7.3119,0.5552,0.0221,1,0,166.35996,-58.85694,4992.7
509248,5340169169738801280,196669,166.35983,-58.42472,1.426,17.838,4.153,1.0665,0.0025,0.046,1,1,166.35983,-58.42472,3735.5
109988;107118,5338661773665473536,197774,166.35304,-58.73286,0.698,13.753,1.615,6.1151,0.0905,0.0333,2,0,166.35304,-58.73286,5637.8
109835;107035,5338662082902968320,198986,166.34546,-58.72292,0.66,13.44,1.529,5.8408,0.0536,0.024,1,0,166.34546,-58.72292,5680.1
109792;107012,5338662117262713088,199296,166.3435,-58.70036,0.988,15.043,2.407,9.2837,0.875,0.0172,2,0,166.3435,-58.70036,4845.9
109717;106961,5338662082902962304,199972,166.33933,-58.72236,0.895,13.827,2.052,7.1209,0.0942,0.021,2,1,166.33933,-58.72236,5018.0
508355,5340223011445710592,200147,166.33887,-58.27908,0.836,14.4,2.042,6.9279,0.1379,0.0284,2,0,166.33887,-58.27908,5100.8
109690;106943,5340166352240453376,200381,166.337,-58.57639,1.463,17.613,4.189,6.8285,0.1033,0.026,2,1,166.337,-58.57639,3729.0
212193;208625,5338649335438748544,200419,166.33617,-59.00936,0.707,13.818,1.663,6.5521,0.0524,0.024,1,0,166.33617,-59.00936,5526.6
710907,5338625043101437824,200611,166.33462,-59.10106,1.475,18.624,4.261,3.8584,0.0154,0.0382,1,0,166.33462,-59.10106,3635.7
109329;106718,5338663663450924544,203291,166.31842,-58.67547,0.617,13.445,1.506,5.4716,0.4833,0.0173,0,0,166.31842,-58.67547,5707.8
709052,5338622844077708416,206309,166.29829,-59.20769,1.157,15.925,2.828,10.2523,0.1125,0.038,1,0,166.29829,-59.20769,4479.8
210744;207615,5338652530894913408,209303,166.27958,-58.97233,1.061,15.659,2.679,7.1289,0.2083,0.0251,2,0,166.27958,-58.97233,4497.4
108596;106215,5338661498787340416,209315,166.28021,-58.76206,1.361,16.983,3.557,2.6973,0.0263,0.0577,0,0,166.28021,-58.76206,3763.0
108545;106182,5338662770097672960,209658,166.27821,-58.72261,1.325,16.849,3.448,2.7365,0.0121,0.0383,0,0,166.27821,-58.72261,
210504;707560,5338628685233591040,210716,166.27042,-59.04872,1.464,19.471,4.771,2.6852,0.1366,0.1084,2,0,166.27042,-59.04872,3405.7
108413;106094,5338665411451709440,210916,166.27071,-58.56667,0.981,15.123,2.383,8.7796,0.4306,0.023,2,0,166.27071,-58.56667,4756.5
505292,5340215864619517824,212147,166.263,-58.423,1.409,17.037,3.599,4.8673,0.084,0.0705,1,0,166.263,-58.423,4128.3
210050;207123,5338628753953058560,213548,166.25104,-59.04508,0.637,13.399,1.489,4.4232,0.4374,0.0202,2,1,166.25104,-59.04508,5858.2
107722;105598,5338662838817123328,216025,166.23579,-58.69731,1.377,17.09,3.458,12.9182,0.4445,0.0293,1,0,166.23579,-58.69731,3760.1
209683;206870,5338656310466150016,216303,166.23362,-58.77917,0.969,14.88,2.395,8.9874,0.1842,0.017,1,1,166.23362,-58.77917,4639.2
209585;206800,5338656310466146176,216917,166.22942,-58.78689,0.672,13.562,1.573,4.8498,0.031,0.0401,1,0,166.22942,-58.78689,5713.5
209456,5338652633973662464,217503,166.2245,-58.95628,0.783,14.169,1.858,6.4304,0.0863,0.014,1,0,166.2245,-58.95628,5359.5
107521;105462,5338664797322221440,217698,166.22479,-58.62156,1.069,15.276,2.455,8.3623,0.6301,0.0158,0,0,166.22479,-58.62156,4714.9
107430;105385,5338663074989306880,218328,166.22012,-58.68217,0.556,13.027,1.373,3.8954,0.0706,0.017,2,0,166.22012,-58.68217,5995.6
503589,5340216242576648192,219356,166.21517,-58.39153,1.038,15.221,2.652,4.6339,0.1739,0.0698,2,0,166.21517,-58.39153,4864.8
209015;206360,5338628955767765248,220450,166.20512,-59.01853,0.7,13.752,1.6,5.1715,0.0578,0.026,1,0,166.20512,-59.01853,5544.9
503163,5340216753635661056,221111,166.204,-58.33422,1.261,16.407,3.181,2.0094,0.0315,0.0496,0,0,166.204,-58.33422,4266.8
704304,5338626692368561280,221163,166.19958,-59.10561,1.409,17.241,3.662,2.7273,0.1435,0.0772,2,0,166.19958,-59.10561,4098.6
208317;205836,5338653424247618176,224914,166.17592,-58.95103,0.761,13.999,1.692,6.6486,0.4936,0.0302,1,0,166.17592,-58.95103,5438.9
208093;702845,5338628513435047296,226013,166.16675,-59.056,1.276,16.628,3.285,1.4728,0.0193,0.1012,0,0,166.16675,-59.056,4184.5
501927,5340217067210233088,226823,166.16483,-58.35892,0.788,14.15,1.849,5.9299,0.0733,0.0261,2,0,166.16483,-58.35892,5366.1
106180;104427,5338710083450231936,227407,166.1585,-58.657,0.9,14.609,2.102,8.5783,0.4625,0.014,2,0,166.1585,-58.657,5079.2
106147;104400,5338711767077009664,227686,166.15683,-58.61778,1.085,15.244,2.455,9.552,0.4327,0.0252,1,0,166.15683,-58.61778,4682.0
207800;205439,5338656138667402752,228042,166.15325,-58.79939,0.679,13.565,1.619,6.1344,0.0778,0.0382,1,1,166.15325,-58.79939,5627.8
207661;205334,5338654386320728832,228679,166.148,-58.864,1.483,17.885,3.817,11.2786,0.0473,0.073,1,0,166.148,-58.864,3730.4
207670,5338656099962080896,228692,166.14829,-58.80697,0.54,12.435,1.378,1.8572,0.0552,0.028,0,1,166.14829,-58.80697,6147.4
105879;104188,5338710113471162880,229419,166.14379,-58.66933,0.703,13.613,1.618,5.8053,0.124,0.032,1,0,166.14379,-58.66933,5694.4
207548;205240,5338654278895693056,229422,166.14237,-58.869,1.223,15.923,2.848,10.8101,0.5338,0.022,2,0,166.14237,-58.869,4481.0
207316;205058,5338653836564519936,230754,166.13229,-58.91706,1.11,15.884,2.814,3.9591,0.0155,0.0451,1,0,166.13229,-58.91706,4535.6
105568;103952,5338703623819395712,231488,166.12825,-58.72514,1.459,17.613,3.919,14.1011,0.5355,0.035,2,0,166.12825,-58.72514,3869.6
105467;103869,5338709602413876224,232138,166.12379,-58.68983,0.952,14.894,2.2,9.2879,0.6502,0.02,2,0,166.12379,-58.68983,4890.3
207015;204822,5338627753176720640,232510,166.11812,-59.06022,0.94,14.853,2.215,9.065,0.1575,0.0212,2,0,166.11812,-59.06022,4931.6
206862;204699,5338654317601235328,233617,166.11142,-58.87997,1.389,16.992,3.505,12.3598,0.6896,0.0253,2,0,166.11142,-58.87997,4325.1
105124;103586,5338713347625048576,234766,166.10596,-58.52761,0.915,14.725,2.165,8.6321,0.1194,0.0292,1,0,166.10596,-58.52761,4960.0
500037,5340215349223413504,235555,166.10133,-58.42267,1.071,14.779,2.553,2.6186,0.0228,0.0365,0,1,166.10133,-58.42267,
206080;204121,5338703005344054400,238439,166.07754,-58.79122,1.056,15.206,2.466,5.8432,0.0345,0.0522,1,0,166.07754,-58.79122,4683.6
104359;102978,5338711182961430912,239730,166.06946,-58.61367,0.942,14.718,2.036,7.8798,0.261,0.0194,2,0,166.06946,-58.61367,4987.8
104132;102787,5338703967416293376,241392,166.05646,-58.68953,0.958,14.948,2.395,8.6627,0.3991,0.019,2,0,166.05646,-58.68953,4808.9
103749;102467,5338713244545818624,244398,166.03617,-58.51553,1.23,16.157,2.946,11.7062,0.2186,0.0311,1,0,166.03617,-58.51553,4486.4
103132;101994,5338704173574662400,248688,166.00225,-58.73458,1.094,15.604,2.63,10.138,0.3203,0.0194,2,0,166.00225,-58.73458,4635.5
103119;101984;819897,5338711045522449664,248927,166.00167,-58.61928,1.258,16.575,3.237,1.0866,0.0212,0.0561,0,0,166.00167,-58.61928,
102906;101827,5338716783598913280,250633,165.99092,-58.45189,1.355,16.758,3.341,13.7452,0.9061,0.0262,2,0,165.99092,-58.45189,4170.3
102782;101731,5338710908083475584,251407,165.98279,-58.63203,0.702,13.818,1.729,7.3469,0.178,0.0262,1,0,165.98279,-58.63203,5523.7
102576;101580,5338716641821714048,253151,165.97133,-58.47836,1.422,17.457,3.833,4.1926,0.0823,0.0411,2,0,165.97133,-58.47836,4827.8
203490,5338701974551797504,253936,165.96129,-58.82625,0.862,14.267,2.179,7.5689,0.2261,0.0402,1,1,165.96129,-58.82625,6001.5
203442;202157,5338675173964923008,254032,165.95825,-59.01594,0.774,14.028,1.733,5.8144,0.6109,0.0232,2,0,165.95825,-59.01594,5299.9
203194;201966,5338675139584899072,255331,165.94775,-59.02808,1.423,17.127,3.699,11.5505,0.8364,0.0346,2,0,165.94775,-59.02808,4058.4
202643;201601,5338677647866075264,258606,165.92262,-58.9465,0.951,14.971,2.309,8.6496,0.3691,0.0513,2,0,165.92262,-58.9465,4863.1
202351;201390,5338702249429222144,260416,165.91012,-58.80389,1.006,15.104,2.32,9.1962,0.28,0.0202,2,0,165.91012,-58.80389,4738.6
101602;100893,5338716921037381888,260669,165.91283,-58.45464,1.008,15.405,2.546,4.1534,0.0879,0.099,1,0,165.91283,-58.45464,4633.8
101499;201328,5338702833544812160,261090,165.90546,-58.76086,0.578,13.093,1.5,4.5467,0.028,0.0247,1,1,165.90546,-58.76086,5583.4
101232;100647,5338702867904568704,263288,165.88821,-58.73303,0.757,13.921,1.781,6.8571,0.5776,0.018,2,1,165.88821,-58.73303,5522.4
200696;812105,5338705131308776320,269996,165.83092,-58.80281,1.357,16.772,3.481,2.8294,0.0157,0.0356,1,0,165.83092,-58.80281,4151.9
200417;200232,5338705200028286464,271497,165.81796,-58.79636,0.729,13.766,1.586,6.2554,0.0599,0.025,1,0,165.81796,-58.79636,5453.1
810203,5338680912040907776,275323,165.78367,-58.9005,1.175,16.087,2.968,1.3249,0.0036,0.0733,1,0,165.78367,-58.9005,4719.3
808892,5338706922353706880,279013,165.75375,-58.67342,1.478,17.52,4.122,0.66,1e-04,0.0335,0,1,165.75375,-58.67342,3721.0
808730,5338681839753910784,279215,165.74942,-58.81575,1.485,17.873,3.875,10.4819,0.2923,0.0159,2,0,165.74942,-58.81575,
808256,5338705444884865024,280475,165.73775,-58.76989,0.774,14.025,1.748,6.7703,0.1015,0.033,2,0,165.73775,-58.76989,5491.8
807861,5338708812138803200,281762,165.72833,-58.62081,1.154,16.042,2.983,0.7333,0.0007,0.0458,2,0,165.72833,-58.62081,4456.0
807610,5338681289998046848,282101,165.72087,-58.85972,1.124,15.72,2.697,9.1645,0.0416,0.0419,1,0,165.72087,-58.85972,4487.7
807254,5338681289998038528,283104,165.71108,-58.86592,1.45,17.587,3.88,0.5139,0.0018,0.0259,1,0,165.71108,-58.86592,3857.1
806229,5338680499724026496,286107,165.68329,-58.88536,1.071,15.736,2.757,1.7763,0.0009,0.0616,1,0,165.68329,-58.88536,4771.0
805940,5338706647475740288,287336,165.67579,-58.71078,1.095,15.707,2.737,3.2746,0.2853,0.018,2,0,165.67579,-58.71078,4625.4
801301,5338691907158581760,304053,165.51304,-58.89853,0.875,14.78,2.208,5.1513,0.0895,0.0348,1,0,165.51304,-58.89853,4955.7
